utterance	fragment	start	end	speaker	text
605	2	00:33:49.505	00:33:52.881	Rafael Costa (Vendor)	modes and that the templates. So we can take this on board,
605	3	00:33:52.881	00:33:56.032	Rafael Costa (Vendor)	I mean that if it is required, we can take it on board,
605	4	00:33:56.032	00:34:00.196	Rafael Costa (Vendor)	then we will just need to decide if this is a day one requirement or not.
606	0	00:34:01.116	00:34:03.956	Rafael Costa (Vendor)	Uh, and you can, we can take it from there, yes.
607	0	00:34:10.276	00:34:11.156	Elena Marchetti	Absolutely.
608	0	00:34:04.356	00:34:06.843	Martin Vasquez	Yep, just needs to be thrown up into a CR list
608	1	00:34:06.843	00:34:09.382	Martin Vasquez	for someone to go through again, Elena, I think,
608	2	00:34:09.382	00:34:12.716	Martin Vasquez	and approve whether they actually want it, want to pay for it.
610	0	00:34:12.236	00:34:15.033	Elena Marchetti	Yeah, I think we need to work out what the
610	1	00:34:15.033	00:34:18.416	Elena Marchetti	options are. But yeah, that's fine. We can do that.
610	2	00:34:18.416	00:34:23.490	Elena Marchetti	Once we have a bit more information, I'll throw that into our lists and yeah,
610	3	00:34:23.490	00:34:24.596	Elena Marchetti	we'll figure out.
611	0	00:34:25.676	00:34:27.876	Elena Marchetti	Links, how that lands, yeah.
612	0	00:34:31.396	00:34:31.796	Rafael Costa (Vendor)	Okay.
613	0	00:34:36.276	00:34:39.981	Rafael Costa (Vendor)	Should I start the the the multi-gig and entity place discussion,
613	1	00:34:39.981	00:34:42.676	Rafael Costa (Vendor)	or or you you wanna cover something else, Elena?
614	0	00:34:46.196	00:34:46.596	Rafael Costa (Vendor)	Okay.
615	0	00:34:43.276	00:34:46.981	Elena Marchetti	No, that's okay. I wanted Daniel here for that because he's
615	1	00:34:46.981	00:34:51.440	Elena Marchetti	not needed for the PREMISES-DEVICE stuff, just to provide the context around those
615	2	00:34:51.440	00:34:55.020	Elena Marchetti	services. The rest of it, Daniel, you can drop off, mate,
615	3	00:34:55.020	00:34:56.276	Elena Marchetti	because this is all.
616	0	00:34:57.436	00:34:58.836	Elena Marchetti	NETCO PREMISES-DEVICE stuff.
617	0	00:35:00.276	00:35:01.476	Daniel Okonkwo	Thank you very much.
618	0	00:35:01.916	00:35:02.276	Rafael Costa (Vendor)	Thank you.
619	0	00:35:02.236	00:35:04.516	Daniel Okonkwo	I don't even know what I'm going to do with all this spare time now.
620	0	00:35:06.116	00:35:06.356	Rafael Costa (Vendor)	Yep.
621	0	00:35:06.356	00:35:07.716	Martin Vasquez	I've got some stuff you can do.
622	0	00:35:08.236	00:35:10.836	Daniel Okonkwo	No, don't talk to me, just delete me from CHAT-TOOL.
623	0	00:35:08.796	00:35:11.716	Martin Vasquez	Mmm, that's what I thought. That's what I thought.
624	0	00:35:13.236	00:35:14.196	Daniel Okonkwo	I suggest.
626	0	00:35:13.236	00:35:24.833	Rafael Costa (Vendor)	Okay, thanks, thanks, Daniel. So, yeah, the entity plays and multi-gig thing. So,
626	1	00:35:24.833	00:35:31.276	Rafael Costa (Vendor)	it's a big topic, but it was actually, yeah.
627	0	00:35:32.436	00:35:32.996	Rafael Costa (Vendor)	The doc.
630	0	00:35:32.116	00:35:34.780	Elena Marchetti	Right, sorry, can I just one thing before we get going?
630	1	00:35:34.780	00:35:37.017	Elena Marchetti	Marty, just a quick question: Do you know if we
630	2	00:35:37.017	00:35:39.396	Elena Marchetti	support these templates natively out of CONFIG-MGMT then?
631	0	00:35:40.996	00:35:44.036	Martin Vasquez	but the PRIORITY-MARK and the tagged ones.
632	0	00:35:45.396	00:35:46.276	Martin Vasquez	Absolutely not.
633	0	00:35:48.116	00:35:49.396	Elena Marchetti	We already have this problem.
634	0	00:35:52.356	00:35:54.356	Elena Marchetti	If we had imported these into CONFIG-MGMT.
635	0	00:35:56.516	00:36:00.766	Elena Marchetti	And is already, I don't know, like we should look into what our current
635	1	00:36:00.766	00:36:02.596	Elena Marchetti	state is, I suppose, because...
636	0	00:36:02.276	00:36:04.196	Martin Vasquez	Assuming they're in CONFIG-MGMT and not in...
639	0	00:36:22.676	00:36:24.396	Elena Marchetti	I'll just put in CONFIG-MGMT spoke on.
640	0	00:36:06.596	00:36:09.313	Martin Vasquez	source, but that would still throw through to,
640	1	00:36:09.313	00:36:13.128	Martin Vasquez	yeah, I don't know. Yeah, it's probably broken and if they try to
640	2	00:36:13.128	00:36:16.713	Martin Vasquez	do bandwidth changes, they probably have to go in manually to
640	3	00:36:16.713	00:36:20.239	Martin Vasquez	the portal and do it. They're probably all manually managed,
640	4	00:36:20.239	00:36:21.916	Martin Vasquez	basically, I would say. Yeah.
641	0	00:36:25.996	00:36:26.836	Elena Marchetti	Thank you.
644	0	00:36:28.756	00:36:33.803	Rafael Costa (Vendor)	Okay, so I'll try to summarize this and maybe
644	1	00:36:33.803	00:36:38.301	Rafael Costa (Vendor)	we can, I don't know if we like a lot of
644	2	00:36:38.301	00:36:45.761	Rafael Costa (Vendor)	information to discuss today. Maybe let me start with ACCESS-TYPE-A and ACCESS-TYPE-B.
644	3	00:36:45.761	00:36:47.956	Rafael Costa (Vendor)	Then we can take the
647	0	00:36:48.436	00:36:54.522	Rafael Costa (Vendor)	The ACCESS-TYPE-C, because it's it's actually has different
647	1	00:36:54.522	00:36:57.316	Rafael Costa (Vendor)	different maybe rules, so...
648	0	00:36:59.876	00:37:02.676	Rafael Costa (Vendor)	Maybe I, I'll, I'll start from from here.
655	0	00:37:04.996	00:37:14.459	Rafael Costa (Vendor)	We have actually four types of, or four versions of the entities,
655	1	00:37:14.459	00:37:21.915	Rafael Costa (Vendor)	entity GEN-1, which basically the legacy in the ACCESS-TYPE-A,
655	2	00:37:21.915	00:37:23.636	Rafael Costa (Vendor)	and we have.
658	0	00:37:24.916	00:37:28.258	Rafael Costa (Vendor)	Version, this is actually what what is called in
658	1	00:37:28.258	00:37:33.784	Rafael Costa (Vendor)	ACCESS-TYPE-A at the internal at the entity type, and for ACCESS-TYPE-B, this is internal as well.
658	2	00:37:33.784	00:37:37.399	Rafael Costa (Vendor)	For V.GEN-3, we don't have GEN-2, this is a smart place,
658	3	00:37:37.399	00:37:42.516	Rafael Costa (Vendor)	so we don't know about that. So, V. 3 is basically the one single HANDOFF-PORT.
659	0	00:37:42.596	00:37:54.438	Rafael Costa (Vendor)	new generation and and GEN-4 it's the four ports PREMISES-DEVICE for ACCESS-TYPE-A. GEN-2 is only the 2.
659	1	00:37:54.438	00:38:02.636	Rafael Costa (Vendor)	5G ACCESS-TYPE-B. So, the legacy one supports everything except
660	0	00:38:02.836	00:38:06.393	Rafael Costa (Vendor)	the hyper fast, hyper, hyper, hyper fast profile.
660	1	00:38:06.393	00:38:09.594	Rafael Costa (Vendor)	But all the other ones, even the ultra fast,
660	2	00:38:09.594	00:38:13.223	Rafael Costa (Vendor)	can be supported on a legacy. Only the hyper fast,
660	3	00:38:13.223	00:38:16.993	Rafael Costa (Vendor)	which because it's a multi-gig, it's actually 2 gig.
660	4	00:38:16.993	00:38:22.542	Rafael Costa (Vendor)	This is the only one which requires GEN-3 and GEN-4 of the ACCESS-TYPE-A and requires GEN-2 on
660	5	00:38:22.542	00:38:22.756	Rafael Costa (Vendor)	the
661	0	00:38:22.956	00:38:26.744	Rafael Costa (Vendor)	ACCESS-TYPE-B. That's why METCO has released a multi-gig
661	1	00:38:26.744	00:38:30.532	Rafael Costa (Vendor)	manual, and this is only for the hyper-fast.
661	2	00:38:30.532	00:38:35.667	Rafael Costa (Vendor)	The other high-speed tiers, including the ultra-fast and the
661	3	00:38:35.667	00:38:41.139	Rafael Costa (Vendor)	super-fast and the home, can still be supported on the legacy GEN-1
661	4	00:38:41.139	00:38:41.476	Rafael Costa (Vendor)	PREMISES-DEVICE.
662	0	00:38:45.716	00:38:46.036	Martin Vasquez	Yeah.
663	0	00:38:42.996	00:38:46.165	Rafael Costa (Vendor)	Of course, depending on the capacity. Yeah, okay,
663	1	00:38:46.165	00:38:50.602	Rafael Costa (Vendor)	so this was actually a good conclusion, and that's why the multi-gig,
663	2	00:38:50.602	00:38:54.025	Rafael Costa (Vendor)	when we are saying multi-gig, is only the hyper-fast.
663	3	00:38:54.025	00:38:58.716	Rafael Costa (Vendor)	High-speed tiers include the other profiles, which include the home fast,
663	4	00:38:58.716	00:39:02.836	Rafael Costa (Vendor)	super fast, and ultra fast. So I think this is a very important.
664	0	00:39:03.876	00:39:08.632	Rafael Costa (Vendor)	concept to understand before we, for the whole team here,
664	1	00:39:08.632	00:39:13.716	Rafael Costa (Vendor)	to understand before we move forward with this one. So again,
664	2	00:39:13.716	00:39:17.980	Rafael Costa (Vendor)	multi-gig refers to the hyper-fast, which is 2 gig.
664	3	00:39:17.980	00:39:23.556	Rafael Costa (Vendor)	The other high-speed tiers are the lower ones, which is super fast.
667	0	00:39:24.076	00:39:30.777	Rafael Costa (Vendor)	ultra fast and home fast can still be supported on the legacy entities.
667	1	00:39:30.777	00:39:37.199	Rafael Costa (Vendor)	The legacy entities capacity also mentioned, I think somewhere here,
667	2	00:39:37.199	00:39:43.156	Rafael Costa (Vendor)	maybe the bandwidth here. Yeah, so anyway, the capacity for the
672	0	00:39:43.436	00:39:49.513	Rafael Costa (Vendor)	The GEN-1 is 1 gig, 1.3, I think, for the ACCESS-TYPE-A and maybe one for ACCESS-TYPE-B.
672	1	00:39:49.513	00:39:55.501	Rafael Costa (Vendor)	So it supported the ultra fast. OK, so this is the first one. Now,
672	2	00:39:55.501	00:40:01.846	Rafael Costa (Vendor)	when we receive the other important concept, when we receive an order,
672	3	00:40:01.846	00:40:03.276	Rafael Costa (Vendor)	we tend to check
675	0	00:40:03.636	00:40:07.314	Rafael Costa (Vendor)	If we can use, of course, the existing entity,
675	1	00:40:07.314	00:40:11.539	Rafael Costa (Vendor)	this will be also our rule. If the existing entities,
675	2	00:40:11.539	00:40:16.782	Rafael Costa (Vendor)	one of the one of the existing entities can support the new order,
675	3	00:40:16.782	00:40:21.556	Rafael Costa (Vendor)	then we will use it. And AUTO-CONNECT now. So if it is a...
678	0	00:40:22.436	00:40:28.007	Rafael Costa (Vendor)	If one of the existing entities has a free port and can support the required
678	1	00:40:28.007	00:40:32.999	Rafael Costa (Vendor)	bandits, then we will use this one. This will be our old preference.
678	2	00:40:32.999	00:40:36.616	Rafael Costa (Vendor)	If none of the existing entities has a free port,
678	3	00:40:36.616	00:40:40.596	Rafael Costa (Vendor)	then we must go with a new entity. There is no option.
679	0	00:40:40.836	00:40:45.841	Rafael Costa (Vendor)	And in this case, NETCO, I think will not charge ClientCo for that
679	1	00:40:45.841	00:40:51.347	Rafael Costa (Vendor)	because the, there is no, the existing entities are all consumed.
679	2	00:40:51.347	00:40:55.768	Rafael Costa (Vendor)	If there is an entity that has a free port, then it,
679	3	00:40:55.768	00:41:00.356	Rafael Costa (Vendor)	the scenario of the replacement may be candidate here.
681	0	00:41:00.676	00:41:04.431	Rafael Costa (Vendor)	So, and this again has some conditions. So,
681	1	00:41:04.431	00:41:11.003	Rafael Costa (Vendor)	if there is an existing entity that has a free port, but it is a legacy one,
681	2	00:41:11.003	00:41:17.403	Rafael Costa (Vendor)	or actually the capacity is the current capacity is not is not sufficient,
681	3	00:41:17.403	00:41:19.196	Rafael Costa (Vendor)	and this is actually.
682	0	00:41:20.196	00:41:24.186	Rafael Costa (Vendor)	The only case here applicable for is a ACCESS-TYPE-A GEN-1, ACCESS-TYPE-A GEN-1,
682	1	00:41:24.186	00:41:26.756	Rafael Costa (Vendor)	which basically you have a four ports.
683	0	00:41:28.356	00:41:32.565	Rafael Costa (Vendor)	and you receive an order. So assume this, the ACCESS-TYPE-A, as I said,
683	1	00:41:32.565	00:41:35.853	Rafael Costa (Vendor)	the ACCESS-TYPE-A capacity is 1.3. Just give me a second,
683	2	00:41:35.853	00:41:40.391	Rafael Costa (Vendor)	I'll just show you this one here just to make sure that we are here.
683	3	00:41:40.391	00:41:44.403	Rafael Costa (Vendor)	So that this is a ACCESS-TYPE-A, the ACCESS-TYPE-A is downstream 1.3, right?
683	4	00:41:44.403	00:41:49.796	Rafael Costa (Vendor)	So assume we have an existing site which has a one entity and this one entity has
684	0	00:41:49.836	00:41:53.316	Rafael Costa (Vendor)	Two ports used, and...
689	0	00:41:54.436	00:41:59.616	Rafael Costa (Vendor)	And the capacity which is used is around maybe say 500 is used.
689	1	00:41:59.616	00:42:05.202	Rafael Costa (Vendor)	So we only have 800 left, right? So if we receive an order like this
689	2	00:42:05.202	00:42:10.545	Rafael Costa (Vendor)	holder is only requesting 500, then we can use one of the current
689	3	00:42:10.545	00:42:14.916	Rafael Costa (Vendor)	available ports on the on this entity with no change.
692	0	00:42:15.316	00:42:20.428	Rafael Costa (Vendor)	So this will be a no change to the entity and everybody's happy.
692	1	00:42:20.428	00:42:23.967	Rafael Costa (Vendor)	We will just use this port #3 and that's it.
692	2	00:42:23.967	00:42:29.158	Rafael Costa (Vendor)	But if we haven't received a new order, we have one gig, one gig,
692	3	00:42:29.158	00:42:33.956	Rafael Costa (Vendor)	which I think the ultra, ultra fast, one gig speed. Then the
693	0	00:42:34.236	00:42:39.653	Rafael Costa (Vendor)	The total capacity of the entity doesn't doesn't actually support this one,
693	1	00:42:39.653	00:42:44.571	Rafael Costa (Vendor)	then we then you are eligible for a free upgrade for entity replace.
693	2	00:42:44.571	00:42:48.706	Rafael Costa (Vendor)	In this scenario, we will go with an entity replace which
693	3	00:42:48.706	00:42:52.555	Rafael Costa (Vendor)	still has an appointment, but it's a free for charge,
693	4	00:42:52.555	00:42:54.836	Rafael Costa (Vendor)	then we we we don't have to pay.
698	0	00:42:54.956	00:42:59.524	Rafael Costa (Vendor)	to METCO. In this case, we still can request a new entity,
698	1	00:42:59.524	00:43:05.295	Rafael Costa (Vendor)	so it will be an entity adds, but then ClientCo will have to pay extra money
698	2	00:43:05.295	00:43:09.142	Rafael Costa (Vendor)	to METCO. Or the cost or the charge will be extra
698	3	00:43:09.142	00:43:15.314	Rafael Costa (Vendor)	in this scenario because this entity or this location is eligible for a free
698	4	00:43:15.314	00:43:16.516	Rafael Costa (Vendor)	entity upgrade.
699	0	00:43:17.076	00:43:22.499	Rafael Costa (Vendor)	So the rules will be basically first check the available capacity of the
699	1	00:43:22.499	00:43:26.956	Rafael Costa (Vendor)	existing entity as is. If it is sufficient, we will use it.
699	2	00:43:26.956	00:43:32.527	Rafael Costa (Vendor)	If not, then, and there is a free port, then are we eligible for upgrades,
699	3	00:43:32.527	00:43:37.876	Rafael Costa (Vendor)	free upgrades? If yes, then use it. If not, then we go to the last one.
700	0	00:43:38.276	00:43:42.225	Rafael Costa (Vendor)	So the scenario here, what if we were actually,
700	1	00:43:42.225	00:43:47.244	Rafael Costa (Vendor)	in my example here, we were already 500 meg consumed, right?
700	2	00:43:47.244	00:43:53.003	Rafael Costa (Vendor)	But the request came up for a hyper fast, hyper fast. Then of course,
700	3	00:43:53.003	00:43:55.636	Rafael Costa (Vendor)	this one will not be sufficient.
701	0	00:43:58.396	00:44:02.411	Rafael Costa (Vendor)	Yeah, sorry, maybe, maybe I just want to step back. So,
701	1	00:44:02.411	00:44:08.363	Rafael Costa (Vendor)	if we were actually we have an entity and the entity was was only two was only 100
701	2	00:44:08.363	00:44:12.593	Rafael Costa (Vendor)	meg, 100 meg used, right? But we received at a hyper fast,
701	3	00:44:12.593	00:44:13.956	Rafael Costa (Vendor)	a hyper fast order.
706	0	00:44:14.876	00:44:20.068	Rafael Costa (Vendor)	Then we, which makes me 2 gig, then we can actually go for a four port
706	1	00:44:20.068	00:44:25.918	Rafael Costa (Vendor)	entity and this four port entity will be sufficient to basically use it for the
706	2	00:44:25.918	00:44:31.476	Rafael Costa (Vendor)	existing services plus the new service because its total is 2.2 gig, right?
709	0	00:44:32.676	00:44:38.986	Rafael Costa (Vendor)	But if actually the existing capacity were 500, then even if we did upgrades,
709	1	00:44:38.986	00:44:45.216	Rafael Costa (Vendor)	it doesn't actually will not resolve our problem because there is not enough
709	2	00:44:45.216	00:44:51.769	Rafael Costa (Vendor)	capacity after we add the two gig to the existing 500, right? Then in this case,
709	3	00:44:51.769	00:44:54.116	Rafael Costa (Vendor)	we must go with a new entity.
710	0	00:44:56.196	00:44:57.716	Rafael Costa (Vendor)	other than we request some upgrades.
711	0	00:44:58.756	00:45:02.152	Rafael Costa (Vendor)	And, yes, this would be NETCO will not charge us
711	1	00:45:02.152	00:45:06.270	Rafael Costa (Vendor)	anything extra, because actually there may be an special
711	2	00:45:06.270	00:45:10.678	Rafael Costa (Vendor)	charge, that's fine, but we are not actually paying anything
711	3	00:45:10.678	00:45:14.290	Rafael Costa (Vendor)	that we cannot we can we can save, basically. So,
711	4	00:45:14.290	00:45:19.276	Rafael Costa (Vendor)	the rule will always be when we receive the order, we have to check.
712	0	00:45:20.356	00:45:23.856	Rafael Costa (Vendor)	the existing capacity, existing utilization,
712	1	00:45:23.856	00:45:30.234	Rafael Costa (Vendor)	and are we eligible for upgrade or not? And if we actually added the new required
712	2	00:45:30.234	00:45:35.600	Rafael Costa (Vendor)	capacity for the new order, will one entity be sufficient or we will
712	3	00:45:35.600	00:45:39.956	Rafael Costa (Vendor)	have to go for a new entity anyway for the new service?
713	0	00:45:42.916	00:45:44.356	Rafael Costa (Vendor)	Okay, so far so good.
714	0	00:45:47.556	00:45:49.396	Elena Marchetti	I'm going to use this.
715	0	00:45:48.276	00:45:52.349	Martin Vasquez	with conditions, but because like if you read down,
715	1	00:45:52.349	00:45:57.676	Martin Vasquez	it says for a single port, you don't have to consider it. So, yeah.
717	0	00:45:55.356	00:45:59.204	Rafael Costa (Vendor)	Yeah, yeah, I'll come to these all exception cases
717	1	00:45:59.204	00:46:02.676	Rafael Costa (Vendor)	now, but I mean that, just, yeah, yeah, yeah.
718	0	00:46:01.236	00:46:04.596	Martin Vasquez	I guess the only question I would have is that 500 meg, is that...
719	0	00:46:08.436	00:46:09.956	Rafael Costa (Vendor)	No, yeah, yeah, we.
720	0	00:46:11.556	00:46:11.876	Rafael Costa (Vendor)	Ooi.
721	0	00:46:05.436	00:46:08.429	Martin Vasquez	Is that your service that you're upgrading or is that someone else's?
721	1	00:46:08.429	00:46:10.738	Martin Vasquez	Because if it's yours, then the two replaces the 500.
721	2	00:46:10.738	00:46:11.636	Martin Vasquez	You know what I mean?
726	0	00:46:12.996	00:46:18.149	Rafael Costa (Vendor)	We, we OK, so we don't we we don't actually know
726	1	00:46:18.149	00:46:22.777	Rafael Costa (Vendor)	that, and basically when we do the like for
726	2	00:46:22.777	00:46:28.036	Rafael Costa (Vendor)	this case, like we have here an SERVICE-CLASS 3 maybe a QUAL-CHECK.
729	0	00:46:31.716	00:46:36.040	Rafael Costa (Vendor)	Like this one here, you will get back here the remaining
729	1	00:46:36.040	00:46:39.758	Rafael Costa (Vendor)	capacity. So this remaining capacity can be ClientCo,
729	2	00:46:39.758	00:46:43.400	Rafael Costa (Vendor)	I mean, the consumed capacity can be across ClientCo
729	3	00:46:43.400	00:46:45.676	Rafael Costa (Vendor)	plus other operators capacity.
730	0	00:46:44.676	00:46:47.345	Martin Vasquez	Yep, so does that does that mean you have to
730	1	00:46:47.345	00:46:49.956	Martin Vasquez	subtract your your SERVICE-REF's bandwidth from it?
733	0	00:46:51.356	00:46:53.855	Rafael Costa (Vendor)	No, I mean that the new order or the modified
733	1	00:46:53.855	00:46:57.116	Rafael Costa (Vendor)	order, you mean? I'm talking about connect so far, connect.
734	0	00:46:55.316	00:46:59.544	Martin Vasquez	Well, yeah, on the modifier, like if you're modifying your existing
734	1	00:46:59.544	00:47:01.036	Martin Vasquez	bandwidth profile, yeah.
735	0	00:47:09.036	00:47:09.796	Martin Vasquez	Yes, yeah.
736	0	00:46:58.836	00:47:02.251	Rafael Costa (Vendor)	Yeah, yeah, yes, yes. When you do a modify,
736	1	00:47:02.251	00:47:08.383	Rafael Costa (Vendor)	you have to check the original capacity and take it out from this or add it to
736	2	00:47:08.383	00:47:11.876	Rafael Costa (Vendor)	this remaining balance. That's correct, yes.
737	0	00:47:13.036	00:47:16.206	Rafael Costa (Vendor)	But, but, but this one should be enough for us,
737	1	00:47:16.206	00:47:19.508	Rafael Costa (Vendor)	we don't really need to know anything more about,
737	2	00:47:19.508	00:47:24.461	Rafael Costa (Vendor)	but so we just compare this remaining capacity plus the the new one or the
737	3	00:47:24.461	00:47:28.027	Rafael Costa (Vendor)	delta, 1575. Is it sufficient on the is it sufficient
737	4	00:47:28.027	00:47:32.716	Rafael Costa (Vendor)	to support the new requested bundles or not? If not, then we we check.
740	0	00:47:32.996	00:47:37.076	Rafael Costa (Vendor)	the upgrade the upgrade eligibility in this scenario.
740	1	00:47:37.076	00:47:41.307	Rafael Costa (Vendor)	I'll come to the one port for port variations, but yes,
740	2	00:47:41.307	00:47:43.876	Rafael Costa (Vendor)	this is the key guiding rule here.
741	0	00:47:46.676	00:47:48.116	Rafael Costa (Vendor)	Elena, you were saying something?
742	0	00:47:49.716	00:47:52.791	Elena Marchetti	That's OK. I think I'm going to need a BPNM diagram
742	1	00:47:52.791	00:47:56.693	Elena Marchetti	to fully understand this, but I'm probably going to use AI-ASSISTANT to
742	2	00:47:56.693	00:47:57.876	Elena Marchetti	do it, so it's fine.
743	0	00:47:59.156	00:47:59.796	Elena Marchetti	Keep going.
744	0	00:47:58.356	00:48:04.084	Rafael Costa (Vendor)	Yeah, yeah, actually, the army, yeah, the army scenario is actually here about
744	1	00:48:04.084	00:48:07.782	Rafael Costa (Vendor)	the this. There is no easy way actually to submit.
744	2	00:48:07.782	00:48:11.480	Rafael Costa (Vendor)	I tried to summarize these rules in some document,
744	3	00:48:11.480	00:48:15.396	Rafael Costa (Vendor)	but I just wanted to walk you through the this first.
745	0	00:48:17.156	00:48:21.263	Rafael Costa (Vendor)	OK, so now, now we have other other scenarios where,
745	1	00:48:21.263	00:48:22.116	Rafael Costa (Vendor)	like, um...
750	0	00:48:23.716	00:48:27.715	Rafael Costa (Vendor)	Yeah, and this was one of my questions, Marty,
750	1	00:48:27.715	00:48:34.236	Rafael Costa (Vendor)	around adding the changing the default to be 4 ports rather than one port.
750	2	00:48:34.236	00:48:39.191	Rafael Costa (Vendor)	The reason for that, whenever we add a new entity to the
750	3	00:48:39.191	00:48:44.756	Rafael Costa (Vendor)	location, it must be a four ports, any new entity. If we try to
755	0	00:48:44.836	00:48:51.277	Rafael Costa (Vendor)	add a new entity and the existing entities were used, it with one entity,
755	1	00:48:51.277	00:48:55.978	Rafael Costa (Vendor)	one port entity, this will always be rejected by METCO.
755	2	00:48:55.978	00:49:00.766	Rafael Costa (Vendor)	The idea here, if you are like having many services in
755	3	00:49:00.766	00:49:05.728	Rafael Costa (Vendor)	this location, I assume that METCO assume that one port is
755	4	00:49:05.728	00:49:07.556	Rafael Costa (Vendor)	not a reasonable ask.
756	0	00:49:07.916	00:49:10.596	Rafael Costa (Vendor)	because you already have other entity that is fully utilized.
757	0	00:49:14.116	00:49:14.676	Rafael Costa (Vendor)	Correct.
758	0	00:49:10.436	00:49:13.798	Martin Vasquez	Yeah, it's basically just METCO saving money,
758	1	00:49:13.798	00:49:18.460	Martin Vasquez	right? Like if 97. 2% of customers only need one PREMISES-DEVICE port on
758	2	00:49:18.460	00:49:22.357	Martin Vasquez	whatever, like why would they install an expensive
758	3	00:49:22.357	00:49:27.248	Martin Vasquez	4 port PREMISES-DEVICE? But yeah, obviously if you need a second connection
758	4	00:49:27.248	00:49:30.076	Martin Vasquez	at that point, you may as well do it.
759	0	00:49:30.156	00:49:33.827	Martin Vasquez	do a four port rather than replace, rather than have Q1 ports.
759	1	00:49:33.827	00:49:38.604	Martin Vasquez	That's going to cost them even more money to support. They could just, in theory,
759	2	00:49:38.604	00:49:42.800	Martin Vasquez	they could, if they wanted to, they could swap both of those out with a
759	3	00:49:42.800	00:49:46.995	Martin Vasquez	single PREMISES-DEVICE anyway, right? Like, and there's probably provision for them
759	4	00:49:46.995	00:49:47.636	Martin Vasquez	to do that.
761	0	00:49:49.396	00:49:53.316	Rafael Costa (Vendor)	Yes, and actually, if you actually, if you are in...
767	0	00:49:54.596	00:49:58.700	Rafael Costa (Vendor)	If you are actually, if you have one entity,
767	1	00:49:58.700	00:50:03.716	Rafael Costa (Vendor)	one port for the nutrition, one port entity in a site.
768	0	00:50:11.556	00:50:11.796	Martin Vasquez	Yeah.
771	0	00:50:04.836	00:50:11.152	Rafael Costa (Vendor)	and you requested a hyper-fast multi-gig, you are eligible actually for an entity
771	1	00:50:11.152	00:50:16.312	Rafael Costa (Vendor)	replace to for for for four ports entities, as long as, of course,
771	2	00:50:16.312	00:50:21.781	Rafael Costa (Vendor)	the piece would be sufficient. So this is eligible criteria to upgrade
771	3	00:50:21.781	00:50:23.476	Rafael Costa (Vendor)	to a four port entity.
774	0	00:50:25.236	00:50:28.869	Rafael Costa (Vendor)	replacing the one port new generation entity.
774	1	00:50:28.869	00:50:34.871	Rafael Costa (Vendor)	So this is the only applicable scenario where we can replace a one port new
774	2	00:50:34.871	00:50:41.504	Rafael Costa (Vendor)	generation entity with a four port entity when we are actually adding a new service
774	3	00:50:41.504	00:50:43.716	Rafael Costa (Vendor)	to a location with one port.
776	0	00:50:44.196	00:50:50.165	Rafael Costa (Vendor)	And this location and the the new requested bandwidth is a multi-gig or
776	1	00:50:50.165	00:50:55.139	Rafael Costa (Vendor)	hyper hyper fast. So this is the only condition that we can
776	2	00:50:55.139	00:51:00.196	Rafael Costa (Vendor)	request upgrade from one to four. But additions of entities.
783	0	00:51:01.076	00:51:06.151	Rafael Costa (Vendor)	Always mandate that we go for a four ports, 4 ports,
783	1	00:51:06.151	00:51:12.471	Rafael Costa (Vendor)	so whenever we have a this is actually the the additional entity,
783	2	00:51:12.471	00:51:20.036	Rafael Costa (Vendor)	we cannot we cannot request a one one port entity, it will always be rejected.
784	0	00:51:20.276	00:51:23.556	Rafael Costa (Vendor)	By, by, um, uh, by METCO.
785	0	00:51:24.756	00:51:25.396	Rafael Costa (Vendor)	And...
788	0	00:51:26.516	00:51:29.716	Rafael Costa (Vendor)	Yeah, yeah, this rule is basically for a hyper fast.
791	0	00:51:30.996	00:51:34.107	Rafael Costa (Vendor)	So, I maybe I can check that as well for the
791	1	00:51:34.107	00:51:38.255	Rafael Costa (Vendor)	other other SPTs, but I would imagine that it's always like
791	2	00:51:38.255	00:51:41.504	Rafael Costa (Vendor)	that whenever we have a new additional entity,
791	3	00:51:41.504	00:51:46.412	Rafael Costa (Vendor)	we can we need to request it as a as a as a hyper as a as a full port.
791	4	00:51:46.412	00:51:49.316	Rafael Costa (Vendor)	Let me let me double check this one again.
794	0	00:51:50.036	00:51:56.374	Rafael Costa (Vendor)	quickly. So what I'm saying when we have, when we request an additional entity,
794	1	00:51:56.374	00:51:58.196	Rafael Costa (Vendor)	so this will be an add.
801	0	00:52:03.316	00:52:10.679	Rafael Costa (Vendor)	And we actually, like, if I have the, the, the existing one is an internal one,
801	1	00:52:10.679	00:52:11.876	Rafael Costa (Vendor)	so this is...
802	0	00:52:14.196	00:52:19.796	Rafael Costa (Vendor)	in place entity is should be a legacy or internal should be the same.
809	0	00:52:22.196	00:52:26.476	Rafael Costa (Vendor)	So, this is a criteria here. So, when we, when we, when we do that,
809	1	00:52:26.476	00:52:31.574	Rafael Costa (Vendor)	if you look here, accepted is 4 ports, accepted is 4 ports, accepted is 4 ports,
809	2	00:52:31.574	00:52:35.854	Rafael Costa (Vendor)	accepted is 4 ports, accepted is, yeah, this is ACCESS-TYPE-B. So, basically,
809	3	00:52:35.854	00:52:40.008	Rafael Costa (Vendor)	what we are saying here, any additional entity in a ACCESS-TYPE-A must be
809	4	00:52:40.008	00:52:43.343	Rafael Costa (Vendor)	a four port, regardless if it is a hyper fast or not
